playbook_id;step_id;vendor;playbook_name;playbook_description;step_names;step_types;step_description;actuator;action;artifact;automation
p516;s6152;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future Hash Lookup Output;artifact;Platform recordeds Future Hash Lookup Output;Platform;show;lookup output;1
p516;s6154;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;hashs Not Found Message;action;Microsoft Teams hashs Not Found Message;Microsoft Teams;send;status message;1
p516;s6155;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;urls Not Found Message;action;Microsoft Teams urls Not Found Message;Microsoft Teams;send;status message;1
p516;s6156;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future Domain Lookup Artifact;artifact;Platform recordeds Future Domain Lookup Artifact;Platform;show;domain lookup artifact;1
p516;s6157;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;urls Not Found Artifact;artifact;Platform urls Not Found Artifact;Platform;show;URL;1
p516;s6159;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;news Alert Received Message;action;Microsoft Teams news Alert Received Message;Microsoft Teams;send;alert status message;1
p516;s6160;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;urls Found?;automated_decision;Platform urls Found?;Platform;check;URL;1
p517;s6161;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss IP Lookup Output;artifact;Platform intsightss IP Lookup Output;Platform;show;IP lookup output;1
p517;s6164;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;hashs Was Not Found Artifact;artifact;Platform hashs Was Not Found Artifact;Platform;show;hash;1
p517;s6166;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss URL Lookup Output;artifact;Platform intsightss URL Lookup Output;Platform;show;URL lookup output;1
p517;s6168;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;wass Domain Found;automated_decision;Platform wass Domain Found;Platform;check;domain;1
p517;s6169;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss IP Lookup;action;Rapid7 IntSights intsightss IP Lookup;Rapid7 IntSights;lookup;IP;1
p517;s6172;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;wass Hash Found;automated_decision;Platform wass Hash Found;Platform;check;hash;1
p517;s6174;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss Domain Lookup;action;Rapid7 IntSights intsightss Domain Lookup;Rapid7 IntSights;lookup;domain;1
p517;s6176;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss URL Lookup;action;Rapid7 IntSights intsightss URL Lookup;Rapid7 IntSights;lookup;URL;1
p517;s6177;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;ips Was Not Found Artifact;artifact;Platform ips Was Not Found Artifact;Platform;show;artifact;1
p517;s6179;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;wass IP Found;automated_decision;Platform wass IP Found;Platform;check;IP;1
p517;s6180;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;domains Was Not Found Artifact;artifact;Platform domains Was Not Found Artifact;Platform;show;domain artifact;1
p517;s6183;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss Hash Lookup;action;Rapid7 IntSights intsightss Hash Lookup;Rapid7 IntSights;lookup;hash;1
p517;s6187;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss Hash Lookup Output;artifact;Platform intsightss Hash Lookup Output;Platform;show;hash lookup output;1
p517;s6189;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;intsightss Domain Lookup Output;artifact;Platform intsightss Domain Lookup Output;Platform;show;domain lookup output;1
p517;s6192;Rapid7;Enrich Indicators with IntSights from InsightIDR;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Rapid7 IntSights.;wass URL Found;automated_decision;Platform wass URL Found;Platform;check;URL;1
p518;s6193;Rapid7;Enrich Indicators with OSINT from Microsoft Teams {{[26b0afac-ca64-4f1c-99bf-22bd73b3c93f].[message].[words].[1]}}; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel to select or create connections and fill in the Parameters. This workflow leverages InsightConnect's Parameters feature. This feature allows variables used multiple times throughout a workflow to be entered once and then referenced throughout the workflow. There are two parameters you will need to configure in order to complete setup of your workflow:* `Team Name`: The Microsoft Teams team name in your environment where the workflow should be triggered and respond* `Channel Name`: The Microsoft Teams channel name in your environment where the workflow should be triggered and respond After configuring the Parameters, activate the workflow in order to trigger it. **Note:** This workflow is designed to enrich the indicator provided with a combination of external OSINT as well as internal data sources, in this case, Palo Alto Cortex XDR & Mimecast. If your organization uses different vendors, you can check the Extension Library to confirm whether your vendors are supported as well with pre-built plugins. If so, you can reconfigure the workflow to use those plugins instead. ;vts Hash;action;VirusTotal vts Hash;VirusTotal;get;hash;1
p518;s6195;Rapid7;Enrich Indicators with OSINT from Microsoft Teams {{[26b0afac-ca64-4f1c-99bf-22bd73b3c93f].[message].[words].[1]}}; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel to select or create connections and fill in the Parameters. This workflow leverages InsightConnect's Parameters feature. This feature allows variables used multiple times throughout a workflow to be entered once and then referenced throughout the workflow. There are two parameters you will need to configure in order to complete setup of your workflow:* `Team Name`: The Microsoft Teams team name in your environment where the workflow should be triggered and respond* `Channel Name`: The Microsoft Teams channel name in your environment where the workflow should be triggered and respond After configuring the Parameters, activate the workflow in order to trigger it. **Note:** This workflow is designed to enrich the indicator provided with a combination of external OSINT as well as internal data sources, in this case, Palo Alto Cortex XDR & Mimecast. If your organization uses different vendors, you can check the Extension Library to confirm whether your vendors are supported as well with pre-built plugins. If so, you can reconfigure the workflow to use those plugins instead. ;urlscans;action;urlscan.io urlscans;urlscan.io;scan;URL;1
p518;s6196;Rapid7;Enrich Indicators with OSINT from Microsoft Teams {{[26b0afac-ca64-4f1c-99bf-22bd73b3c93f].[message].[words].[1]}}; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel to select or create connections and fill in the Parameters. This workflow leverages InsightConnect's Parameters feature. This feature allows variables used multiple times throughout a workflow to be entered once and then referenced throughout the workflow. There are two parameters you will need to configure in order to complete setup of your workflow:* `Team Name`: The Microsoft Teams team name in your environment where the workflow should be triggered and respond* `Channel Name`: The Microsoft Teams channel name in your environment where the workflow should be triggered and respond After configuring the Parameters, activate the workflow in order to trigger it. **Note:** This workflow is designed to enrich the indicator provided with a combination of external OSINT as well as internal data sources, in this case, Palo Alto Cortex XDR & Mimecast. If your organization uses different vendors, you can check the Extension Library to confirm whether your vendors are supported as well with pre-built plugins. If so, you can reconfigure the workflow to use those plugins instead. ;hashs Output Message;action;Microsoft Teams hashs Output Message;Microsoft Teams;send;hash output message;1
